timestamp,question,ticketId,kb,contextual_precision,contextual_recall,faithfulness,answer_relevancy,correctness
2026-08-04T22:19:21.129676+00:00,"Looking for a loadbalancer I am looking for an open source loadbalancer for linux. My requirements are simple. I want One load balancer infront of multiple webservers. It should be able to split the load evenly among the webserver using a round robin fashion. Easy to install and simple to use. Moreover I want to add webservers dynamically(on the go) to the loadbalancer without the need to stop/restart the loadbalancer. 

Thanks for your help. 

-Sethu",SE-SERVERFAULT-3cdd94cc7076,SE-SERVERFAULT-3cdd94cc7076,0.95,0.5,1.0,1.0,0.3
2026-08-04T22:20:31.649153+00:00,"Issues installing new SSD in laptop I have recently purchased a Cruciall M400 SSD for my Asus V551LB-DB71T laptop.  I built a recovery drive using Asus backtracker on the original HDD installed on my laptop (the model # is: ST1000LM024). When I put the new SSD into the laptop and inserted a Windows 8 installer disk and booted from it, it was unable to see that there was a drive installed, and thus I could not install to the SSD. The Bios detects the SSD as being present in the computer.

I then put the recovery drive into the computer and loaded up the command prompt tools and ran diskpart to detect disks, it saw the disk and I was able to perform commands on it. I then went back in with the Windows 8 installer and tried using diskpart, it could not see it.

Next, I tried using the ubuntu installer to install, but once again, it could not detect the new SSD. I then went back to the old HDD with both the Windows 8 and Ubuntu installers, both could see the HDD. I then installed a different HDD into the laptop, and once again, both installers could see it. Finally, I put a seperate SSD into the laptop, and once again, the installers were unable to install to the other SSD as well.

I have tried messing around with many BIOS settings, but nothing seems to work. The SATA controller is on AHCI, Fast boot and secure boot are both disabled.

It seems like SSDs just don't seem to work in this laptop, my other computer doesn't have a problem with any of these HDDs or SSDs, so theres not a problem with the drives themselves. I've also ensured the firmware is up to date.

I've been working on this for quite a while and figured I'd ask here for help. Any ideas?",SE-SUPERUSER-91d7e3e01985,SE-SUPERUSER-91d7e3e01985,0.5,0.3333,1.0,1.0,0.8
2026-08-04T22:22:20.594184+00:00,"Secure way to log in to a website on someone else's computer Suppose I am in a situation that I am forced to log in to my account using someone else's computer. Is there any secure way to do that so that I would be sure that my login details (i.e. password) are not recorded by any means (e.g. keystroke logging)? Or if it is impossible, what are the ways to at least mitigate the risks?

Although related, but note that this is a bit different from this question since I am not using my own computer to log in.",SE-SECURITY-3d0e66ae4bae,SE-SECURITY-3d0e66ae4bae,1.0,0.6667,1.0,1.0,0.5
2026-08-04T22:23:48.965418+00:00,"Headset microphone not working, Acer Aspire ES1-572, Ubuntu 20.04 When plugging in a headset via the headphone jack, my laptop sends sound to the speakers but does not pick up any sound from the microphone.
I tried to modify /etc/modprobe.d/sound-fixup.conf by adding
options snd-hda-intel position fix=1
options snd-hda-intel model=aspire-headset-mic

Afterwards I got the option to select between headset and headphones once I plug in my headset, but no sound is detected. I also tried many other settings from this list: https://www.kernel.org/doc/html/latest/sound/hd-audio/models.html
dell-headset-multi and dell-headset-dock gave me similar options to select from when plugging in the headset, but still without sound. All other settings seemed to not work at all.
I also tried my luck with hdajackretask, but I really can't wrap my head around what each setting does and blindly copying things that worked for other people has not worked for me.
Alsa infromation with plugged in headset: http://alsa-project.org/db/?f=8edf11436c3372bcefbc92e020fc87beff178e3d
I would be very thankful for any help!",SE-ASKUBUNTU-5dc708bf7224,SE-ASKUBUNTU-5dc708bf7224,0.2,0.5,1.0,0.8333,0.2
2026-08-04T22:24:46.208049+00:00,"Disable Windows Defender in Windows 10 I can't find any information on how to disable Windows Defender in Windows 10. There is some information about how to do it in the previews, but the configuration pages have changed with the final release.

Specifically, I want to stop and disable the Windows Defender Service.


Using net stop windefend from an elevated command prompt gives ""access denied""
Stop and startup type are greyed out in sevices.msc, even when logged on as administrator
There doesn't seem to be a GUI way to disable UAC in Windows 10


Has anyone figured out how to disable Defender in Windows 10?",SE-SUPERUSER-b5a73a31c9f7,SE-SUPERUSER-b5a73a31c9f7,0.3333,0.1111,1.0,1.0,0.5
2026-08-04T22:25:53.689933+00:00,"How to stop Firefox 52 ESR from auto-updating? I am trying to download the Firefox 52.9.0 ESR (32-bit) as it can run Java as a plugin in the browser. I've been doing this by taking the zip file from the archive, extracting it to my desired folder, then running firefox.exe. This works fine for the first session, but in order to complete installing the latest Java, I have to close Firefox and start a new session, upon which it automatically updates to Firefox Quantum 60.2.0 ESR, which I don't want. It does this even when I have set the update setting to 'ask for updates but let me choose to install' within the first session. How can I prevent this from happening, and instead keep Firefox 52.9.0 ESR?

EDIT: I fixed it by changing the update settings to 'never check for updates'. However, upon starting my 2nd session, it still tried to update, but gave an error something along the lines of 'update failed (failed to apply update patch)'. Luckily this error message doesn't seem to appear at the start of new sessions. Weird that it tries to automatically update, even though I've set it not to.",SE-SUPERUSER-eb238f468ab2,SE-SUPERUSER-eb238f468ab2,1.0,0.0,1.0,1.0,0.2
2026-08-04T22:26:55.947749+00:00,How do I assign a keyboard shortcut to an AppleScript I wrote? How do I assign a keyboard shortcut to an AppleScript? I found a script for automatically going back to the inbox in Office 2011.,SE-APPLE-6a075f599eac,SE-APPLE-6a075f599eac,1.0,0.6,1.0,1.0,0.8
2026-08-04T22:27:59.948061+00:00,"Why is this shellcode execution considered an exploit? I found the following ""exploit"" on Twitter: https://www.exploit-db.com/exploits/43550/?rss

Blogpost about it: https://pentesterslife.blog/2018/01/13/polymorphic-and-smaller-versions-of-three-shell-storms-x64-shellcodes-including-the-smallest-execve-bin-sh/

This is wrapping assemblercode / bytes into memory and executes a shell.

IMHO it would be an exploit if it allows privilege escalation, e.g. non-root can compile and run this and be scoped root or something.

This is not an exploit, because it does not break any security barrier or am I wrong?

/*
global _start
section .text
_start:
    push 59
    pop rax
    cdq
    push rdx
    mov rbx,0x68732f6e69622f2f
    push rbx
    push rsp
    pop rdi
    push rdx
    push rdi
    push rsp
    pop rsi
    syscall
*/

#include &lt;stdio.h&gt;
#include &lt;string.h&gt;
char code[] = ""\x6a\x3b\x58\x99\x52\x48\xbb\x2f\x2f\x62\x69\x6e\x2f\x73\x68\x53\x54\x5f\x52\x57\x54\x5e\x0f\x05"";
// char code[] = ""\x31\xc0\x48\xbb\xd1\x9d\x96\x91\xd0\x8c\x97\xff\x48\xf7\xdb\x53\x54\x5f\x99\x52\x57\x54\x5e\xb0\x3b\x0f\x05"";
int main()
{
    printf(""len:%d bytes\n"", strlen(code));
    (*(void(*)()) code)();
    return 0;
}",SE-SECURITY-ee1a0c369f0d,SE-SECURITY-ee1a0c369f0d,1.0,0.5,1.0,1.0,0.9
2026-08-04T22:28:56.575049+00:00,Can I turn a Windows machine into an AirPlay destination? Is there software available that'll make a Windows PC running XP appear as an AirPlay destination in my Mac's iTunes? I'd like to be able to stream audio from my Macs to a Windows machine I use as my home theater PC that's connected to my stereo.,SE-APPLE-0a94556d327c,SE-APPLE-0a94556d327c,0,0.0,1.0,1.0,0.6
2026-08-04T22:29:46.035223+00:00,"How Do Custom Support So Many Phones? The other day, my friend told me that completely stock Android could run as a ROM on any device you care to mention. Since basically everyone else has told me otherwise, I decided to verify his claim and stumbled accross this Android Enthusiasts StackExchange thread. 

I accepted the answer that was marked as correct, but it got me thinking. If stock android cannot be run on any device, how do custom ROMs like CyanogenMod or anything else support so many phones? Thanks.",SE-ANDROID-5c6fd9c00659,SE-ANDROID-5c6fd9c00659,0.8042,0.6,1.0,1.0,1.0
2026-08-04T22:30:57.614414+00:00,"Parrot Security OS Bootable USB Installation error It's not my first time installing OS's with bootable flash drives, but with Parrot Security OS I run into a little problem. Once I choose the installation option or the graphical installation as well the display is all shrunk and kind of scrambled. But the live test option seems to work perfectly fine.",SE-SUPERUSER-4e4107f2af53,SE-SUPERUSER-4e4107f2af53,0,0.2,1.0,1.0,0.1
2026-08-04T22:31:58.337306+00:00,"Will flashing a custom fix lag on my Android? I have a 1 GB RAM tablet running a pretty much vanilla Android Jelly Bean 4.1.1 and it's been running very slow. Apps startup time have been slow, noticeable lag exists while scrolling between the home screens, and apps crash sometimes. Browsing on the Internet has scroll lag and I have many more problems. I know that 1GB of RAM is more than enough to run Jelly Bean smoothly without any lag. How will rooting my device or flashing any custom ROMs help? I am new to the Android world, any suggestions are welcome, thanks.",SE-ANDROID-2989a3b8df63,SE-ANDROID-2989a3b8df63,0.95,0.6,1.0,1.0,0.7
2026-08-04T22:33:40.121486+00:00,"sudo: command not found Every time I try to use a sudo or ssh command, it returns with this error:

when:~ jackson1442$ sudo [insert any command here]
-bash: sudo: command not found


I was messing with Python installs, and am not sure what I did to cause this. How can I permanently fix this?

macOS Sierra 10.12.4 16E195 
MacBook Pro 2016 
13"" Touchbar

EDIT: here's the path:

when:~ jackson1442$ echo $PATH
’/usr/local/bin:??


Here is .bash_profile

# Setting PATH for Python 2.7
# The original version is saved in .bash_profile.pysave
PATH=""/Library/Frameworks/Python.framework/Versions/2.7/bin:${PATH}""
export PATH

# Setting PATH for Python 3.6
# The original version is saved in .bash_profile.pysave
PATH=""/Library/Frameworks/Python.framework/Versions/3.6/bin:${PATH}""
export PATH

# Setting PATH for Python 3.5
# The original version is saved in .bash_profile.pysave
PATH=""/Library/Frameworks/Python.framework/Versions/3.5/bin:${PATH}""
export PATH
export PATH=’/usr/local/bin:��",SE-APPLE-b845d64ad836,SE-APPLE-b845d64ad836,0.95,0.4545,1.0,0.9231,0.8
2026-08-04T22:35:16.686608+00:00,"How can I safeguard myself if share the same router with the people living in my apartment I share the same wireless router with some other people living in the same apartment. I want to safeguard my privacy and also not be held liable for their internet activity. The modem from the ISP only allows connecting one router to it. What can I do in this case?
Will connecting another router to the current router or changing the router configuration help me?
EDIT:
I would like to add that I own the router and not the other way around",SE-SECURITY-5501e9a3faff,SE-SECURITY-5501e9a3faff,1.0,0.25,1.0,1.0,0.8
2026-08-04T22:36:32.973099+00:00,"Vista/7: Possible to DPI lie, but without the scaling? In Windows Vista and Windows 7, it is possible to lie to applications about what the current horizontal and vertical DPI setting is.


  Background: The ""normal"" setting on Windows is 96dpi. Most applications
  do not handle the user having a
  preference different from the
  developer's preference. Starting with
  with Windows Vista, Microsoft worked
  around the buggy applications, and
  decide to lie to them - but scale them
  up graphically.


So Windows already does have a mechanism to lie to an application about what the current DPI setting is; always returning 96. Windows then using the video card to scale the final composited window up to the appropriate size.

i have an application that thinks it can handle high-dpi mode, but really it cannot. So i want to Windows to lie to this app. But at the same time i use the app all day, typing in screenfuls of text. The scaling applied by the desktop compositer leaves the text fuzzier, and unpleasant to read.

Is it possible to lie to an application about the DPI setting, but not have dpi scaling applied?

See also


How to force high-dpi scaling? (my question about the inverse case; overriding an app's opt-out of the higih-dpi scaling)",SE-SUPERUSER-5820dd486fc2,SE-SUPERUSER-5820dd486fc2,0.9167,0.2,1.0,1.0,0.0
2026-08-04T22:37:38.713626+00:00,"What is the easiest way to open a Mac Pages (.pages) file on Windows? I have moved to OS X, and although Microsoft's Office software is brilliant on Windows, on the Mac its usability leaves something to be desired compared to Apple's own counterparts (Pages, Numbers and Keynote) which, although not containing as many bells and whistles, still provide any features I need to use.

So I now open all my existing .docx files in Pages (which can open it natively), where, once saved in the application, saves it to a .pages file by default.

What is the easiest way then, to open .pages files on my Windows computers (ideally, a similar automatic process in the reverse)?

Is there a downloadable Microsoft Word add-on (like the one that opens and converts newer versions of office files than the version you have installed), or a third party Office add-on (whether free or paid), or some other nifty tool to one-click / auto-convert .pages files to .docx files in Windows?",SE-SUPERUSER-3ac3a813ece6,SE-SUPERUSER-3ac3a813ece6,1.0,0.2857,1.0,1.0,0.6
2026-08-04T22:38:35.035214+00:00,"Will 2GB ram run Yosemite smoothly cant upgrade my 2009 iMac 2009 20"" with 2GB for a few months but need to upgrade to 10.9.4 to install Yosemite.

I am currently running 10.8.1 as a fresh install of Mountain Lion which runs fine, but I dont want to install Yosemite and have OS hang and beach ball on me.

Not running anything to intensive, at most; Sublime, Spotify, terminal, Firefox",SE-APPLE-dd497bb59b25,SE-APPLE-dd497bb59b25,1.0,0.4286,1.0,1.0,0.5
2026-08-04T22:39:37.701088+00:00,"Is there an image on dockerhub that is able to run make? When one searches for make on dockerhub multiple images are returned, but none of them seems to be able to run make.",SE-DEVOPS-f85ed1019f83,SE-DEVOPS-f85ed1019f83,0.2,0.0,1.0,0.8,0.4
2026-08-04T22:40:46.820050+00:00,"How can data on an unrooted phone be backed up? What methods are available to back up data (both system and application) from a phone which is not rooted and is running stock Android 2.3.4 Gingerbread?


It is my understanding that it is impossible to retrieve application data (not stored on the SD card) on an unrooted phone, except where the application itself offers export. Is this accurate?
Of the system settings and built-in applications, which ones have export facilities I can take advantage of? Which ones notably have no export and have significant amounts of data which I might want to manually transcribe out?


I am already using Missing Sync for Android which takes care of the contacts, calendar, photos, call log, and SMS messages. My phone is a Nexus One.",SE-ANDROID-25fded803cdd,SE-ANDROID-25fded803cdd,0.9167,0.0,1.0,1.0,0.6
2026-08-04T22:42:05.563615+00:00,"Unzip individual files from multiple zip files and extract those individual files to home directory I would like to unzip individual files. These files have a .txt extension. These files also live within multiple zipped files. Here is the command I'm trying to use.

unzip -jn /path/to/zipped/files/zipArchiveFile2011\*.zip /path/to/specific/individual/files/myfiles2011*.txt -d /path/to/home/directory/for/extract/

From my understanding, the -j option excludes directories and will extract only the txt files The -n option will not overwrite a file if it has already been extracted. I've also learned that the forward slash in /path/to/zipped/files/zipArchiveFile2011\*.zip is necessary to escape the wildcard (*) character.

Here is sample of error messages I'm coming accross:

Archive:  /path/to/zipped/files/zipArchiveFile20110808.zip
caution: filename not matched:  /path/to/specific/individual/files/myfiles20110807.txt
caution: filename not matched:  /path/to/specific/individual/files/myfiles20110808.txt
Archive:  /path/to/zipped/files/zipArchiveFile20110809.zip
caution: filename not matched:  /path/to/specific/individual/files/myfiles20110810.txt
caution: filename not matched:  /path/to/specific/individual/files/myfiles20110809.txt

I feel that I'm missing something very simple. I've tried using single quotes (') and double quotes ("") around directory paths. But no luck.",SE-SUPERUSER-464796371192,SE-SUPERUSER-464796371192,1.0,0.0,1.0,1.0,0.6
2026-08-04T22:43:13.452036+00:00,How to copy SMS messages from a Nokia phone (or Nokia PC Suite backup) to iPhone? What if I have a Nokia PC Suite backuped file which contains all the SMS and want to copy them to the new iPhone?,SE-APPLE-fc758bb8e8ef,SE-APPLE-fc758bb8e8ef,0.9167,0.0,1.0,0.7895,0.1
2026-08-04T22:44:52.778942+00:00,"Default static route per vlan I would like to know if it is possible to configure inter-vlan routing on a level 3 switch with a default route per vlan.

Actualy, I have one switch with 3 VLAN (VLAN1, VLAN2, VLAN3) and a router with 3 ADSL box connected. Each VLAN have a specific ADSL box for Internet connection and on the same VLAN, specific IP can use différent ADSL box. Inter-vlan routing is provide by the router, it's working well, but inter-vlan connection speed is very slow : 160Mb/s or 20Mo/s.

I would like to use my switch to do inter-vlan routing but I can't define a default static route per vlan.

Do you know a switch that is capable of doing this or do you have any idea how I could do it without static route per vlan ?

Thanks for your help !",SE-NETWORKENGINEERING-9cef7e032a7b,SE-NETWORKENGINEERING-9cef7e032a7b,1.0,0.2,1.0,1.0,0.8
2026-08-04T22:45:55.754158+00:00,"AT&T Samsung Galaxy S6 will not connect to WiFi automatically I have an Asus TM AC-1900 WiFi router at home. We have a Nexus 4, Nexus 5, Nexus 7, iPhone 6 Plus and notebook computers. They are all able to connect to Wifi when I get home. However, the new AT&amp;T Samsung Galaxy S6 will randomly fail to connect to WiFi when I get home. It does manage to automatically connect some of the time but most of the time I have to remember to connect it manually. Is this a defect on my particular unit? I have tried doing a factory reset but it doesn't seem to help.",SE-ANDROID-988a6fb15a45,SE-ANDROID-988a6fb15a45,0,0.1667,1.0,1.0,0.3
2026-08-04T22:47:10.811907+00:00,"Annotation of a PDF file in my Dropbox in iPad and keep it the last version in Dropbox I have a folder in my Dropbox that I keep my eBooks in it. I want to find an app for the iPad that can do these to me:


Let me open a PDFs file from my Dropbox
Let me annotate on that file
Annotation getting applied to the Dropbox version of my file, instead of creating a local copy that its changes does not affect the Dropbox version


In my PC, when I open a PDFs file from my Dropbox and make Some highlights, when I press the save button in acrobat reader, the Dropbox version is instantly gets updated and whenever I open my Dropbox folder I have the latest version of the file. I need similar functionality in my iPad.

What iPad app has this functionality?",SE-APPLE-407142dc6a78,SE-APPLE-407142dc6a78,1.0,0.0,0.4,1.0,0.4
2026-08-04T22:48:19.726949+00:00,"Why doesn't this script work? I've been using this bash script:

for i in $(ls); do mv $i a$i; done

to prepend all filenames in a folder with the letter a. I'm afraid that at some point I'll accidentally use this script in the wrong directory and prepend a ton of filenames that I don't want prepended. So I decided to explicitly cite the path to the file. So now my script looks like this:

for i in $(ls /cygdrive/c/Users/path/to/Images); do mv /cygdrive/c/Users/path/to/Images/$i /cygdrive/c/Users/path/to/Images/a$i; done

It does prepend the filename with the letter a, but it also appends the filename with this  symbol.

Any ideas why it would do that?

If it helps any, I'm using cygwin on a Windows 7 box.

Thanks for the help!",SE-SUPERUSER-0c2b6d745d05,SE-SUPERUSER-0c2b6d745d05,1.0,0.5556,1.0,0.7778,0.8
2026-08-04T22:49:37.549665+00:00,"Installing from minimal CD I'm a windows xp user and I'm new to Linux
I decided to install Xubuntu on my machine since it's quite old (512 MB ram and 2.66 GHZ P4 processor)
My machine doesn't support booting from USB so the only choise for me was installing xubuntu from minimal CD 
The problem is that I'm new to Linux ,the only OS I've ever used was windows
So in the setup process every thing went fine until the partionning process 
I want to install xubuntu next to my XP and I got only tow partitions on my 160 GB HD 
So anyone who know how to partition my HD in a way that keeps my xp and my other files ?
Thanx in advance :-)",SE-ASKUBUNTU-5d494dd472b7,SE-ASKUBUNTU-5d494dd472b7,0.5333,0.1429,0.9474,1.0,0.3
2026-08-04T22:51:14.112032+00:00,"Ubuntu-desktop: unmet dependencies I tried to install Gnome on ubuntu 13.04 using these guide (http://www.omgubuntu.co.uk/2013/04/gnome-3-8-ppa-for-ubuntu-gnome). It didn't work very well (there were some glitches), so I tried uninstall it.

I followed the instructions, but when I went back to Unity it was ""ugly"" and I couldn't see the desktop (I had files there, but they weren't shown).

I reinstalled gnome again, and purge everything again, and I think I also uninstalled ubuntu-deskop (following advice from another page)

Now unity is more or less ok, but I can't still see my Desktop, and some programs like evince are lost. If I try to sudo apt-get install ubuntu-desktop

I get

Reading package lists... Done
Building dependency tree       
Reading state information... Done
Some packages could not be installed. This may mean that you have
requested an impossible situation or if you are using the unstable
distribution that some required packages have not yet been created
or been moved out of Incoming.
The following information may help to resolve the situation:

The following packages have unmet dependencies:
 ubuntu-desktop : Depends: evince but it is not going to be installed
                  Depends: gnome-control-center but it is not going to be installed
                  Depends: seahorse but it is not going to be installed
                  Depends: software-center but it is not going to be installed
                  Recommends: deja-dup-backend-ubuntuone but it is not going to be installed
                  Recommends: empathy but it is not going to be installed
                  Recommends: gnome-control-center-unity but it is not going to be installed
                  Recommends: thunderbird-gnome-support but it is not going to be installed
                  Recommends: ubuntuone-client-gnome but it is not going to be installed
                  Recommends: ubuntuone-control-panel-qt but it is not going to be installed
                  Recommends: xul-ext-webaccounts but it is not going to be installed
E: Unable to correct problems, you have held broken packages.


And I cannot install, for example, evince, because I get:

daniel@daniel-linux:~$ sudo apt-get install evince
Reading package lists... Done
Building dependency tree       
Reading state information... Done
Some packages could not be installed. This may mean that you have
requested an impossible situation or if you are using the unstable
distribution that some required packages have not yet been created
or been moved out of Incoming.
The following information may help to resolve the situation:

The following packages have unmet dependencies:
 evince : Depends: evince-common (&lt; 3.7) but 3.8.2-0ubuntu4~raring1 is to be installed
E: Unable to correct problems, you have held broken packages.


I've tried apt-get clean, apt-get update, apt-get autoremove also... I've also followed the steps given here Gnome 3.8 affects Unity in Ubuntu 13.04 , but I still have the same problem.

Any idea on how can I get everything working again?",SE-ASKUBUNTU-19c75443b35d,SE-ASKUBUNTU-19c75443b35d,0.95,1.0,1.0,0.9333,0.8
2026-08-04T22:52:10.229046+00:00,"Onedrive has disappeared from system tray icons after clicking 'exit' (Windows 10) I wanted to pause my Onedrive temporarily and followed the advice on this thread How to Pause onedrive sync on windows 8.1 to click ""exit"". It has indeed stopped syncing, but it has also disappeared from the system tray icons. I'm afraid I can't get it to start again and I can't work out how to get it back in the tray. (Have tried to get it to show again by clicking on it in the ""select which icons appear on the taskbar"" section under Taskbar and Start Menu Properties, but to no avail.)

Any ideas how to get it back? And does anyone know a quick way to turn Onedrive sync on and off?

Thanks",SE-SUPERUSER-2a349889c908,SE-SUPERUSER-2a349889c908,0,0.1429,1.0,1.0,0.9
2026-08-04T22:53:05.214922+00:00,"Can I clear my iPhone camera roll without losing any photo? It seems to me that all photos taken with the iPhone go into:


the iPhone Camera Roll
the iCloud photo stream
iPhoto/Aperture projects (e.g. ""Photo stream for Decembre 2014"")


Can I clear completely my iPhone's camera roll without losing any photo?

I.e. will the duplicates in the iCloud stream and in iPhoto/Aperture projects will be deleted or not?

My goal is to free some space on the iPhone while, of course, not losing anything.

Edit: when I say iPhoto/Aperture projects I mean that there are projects automatically created in Aperture for every month and my iPhone's photo are automatically added to it. I don't know how/why it works…

I haven't imported my phone's photos manually.

Screenshot:



(""flux de photos"" means photo stream, ""févr"" means february, ""janv"" means january)",SE-APPLE-46d0997f3ec1,SE-APPLE-46d0997f3ec1,1.0,0.3333,1.0,1.0,0.2
2026-08-04T22:54:24.585798+00:00,"How to display a scrolling roll of names? I have to organize a roll call vote with over 100 people.

The next 4 or 5 names must be displayed on a screen, so that voters see their name and prepare to speak up. Ideally, this is a scrolling list that can go faster/slower, or that can be paused/resumed.

How can I do that? With Impress/Powerpoint? Calc/Excel? any another program?

One requirement is for the scrolling list to take little time to prepare. Here's why: while 200 names are registered, only about 100 people will show up. So the scrolling list can be prepared beforehand, but some names will be removed at the last minute.",SE-SUPERUSER-6712835a4513,SE-SUPERUSER-6712835a4513,0.8042,0.0,0.75,1.0,0.0
